,dat_dir,save_dir,taskType,high_res,im_volseg,Note
11,/nearline/ahrens/limj2/nrs_store/state_modulation/neuromod/gfap-cochr/gfap-jrgeco/20220915/fish00b/6dpf_gfap-cochr-gfap-jrgeco1b_stim-probe_fish00_exp04_20220915_163326/ephys,/nrs/ahrens/Ziqiang/Jing_Glia_project/Processed_data/20220915/fish00b/6dpf_gfap-cochr-gfap-jrgeco1b_stim-probe_fish00_exp04_20220915_163326/,stim-probe,/nearline/ahrens/limj2/nrs_store/state_modulation/neuromod/gfap-cochr/gfap-jrgeco/20220915/fish00b/6dpf_gfap-cochr-gfap-jrgeco1b_ref-stack_fish00_exp01_20220915_154913/processed/im_CM0_fixed_reference_sliced.h5,/nearline/ahrens/limj2/nrs_store/state_modulation/neuromod/gfap-cochr/gfap-jrgeco/20220915/fish00b/6dpf_gfap-cochr-gfap-jrgeco1b_stim-probe_fish00_exp04_20220915_163326/im_CM0_voluseg,
12,/nearline/ahrens/limj2/nrs_store/state_modulation/neuromod/gfap-cochr/gfap-jrgeco/20220915/fish00a/6dpf_gfap-cochr-gfap-jrgeco1b_stim-probe_fish00_exp04_20220915_163326/ephys,/nrs/ahrens/Ziqiang/Jing_Glia_project/Processed_data/20220915/fish00a/6dpf_gfap-cochr-gfap-jrgeco1b_stim-probe_fish00_exp04_20220915_163326/,stim-probe,/nearline/ahrens/limj2/nrs_store/state_modulation/neuromod/gfap-cochr/gfap-jrgeco/20220915/fish00a/6dpf_gfap-cochr-gfap-jrgeco1b_ref-stack_fish00_exp01_20220915_154913/processed/im_CM0_voluseg_fixed_reference_sliced.h5,/nearline/ahrens/limj2/nrs_store/state_modulation/neuromod/gfap-cochr/gfap-jrgeco/20220915/fish00a/6dpf_gfap-cochr-gfap-jrgeco1b_stim-probe_fish00_exp04_20220915_163326/im_CM0_voluseg,
13,/nearline/ahrens/limj2/nrs_store/state_modulation/neuromod/gfap-cochr/elavl3-jrgeco/20221030/fish01/8dpf_gfap-cochr-elavl3-jrgeco1b_stim-probe_fish01_exp04_20221030_212116/ephys,/nrs/ahrens/Ziqiang/Jing_Glia_project/Processed_data/20221030/fish01/8dpf_gfap-cochr-elavl3-jrgeco1b_stim-probe_fish01_exp04_20221030_212116/,stim-probe,/nearline/ahrens/limj2/nrs_store/state_modulation/neuromod/gfap-cochr/elavl3-jrgeco/20221030/fish01/8dpf_gfap-cochr-elavl3-jrgeco1b_ref-stack_fish01_exp00_20221030_205914/processed/im_CM0_fixed_reference_sliced.h5,/nearline/ahrens/limj2/nrs_store/state_modulation/neuromod/gfap-cochr/elavl3-jrgeco/20221030/fish01/8dpf_gfap-cochr-elavl3-jrgeco1b_stim-probe_fish01_exp04_20221030_212116/im_CM0_voluseg,
14,/nearline/ahrens/limj2/nrs_store/state_modulation/neuromod/gfap-cochr/elavl3-jrgeco/20221030/fish00/8dpf_gfap-cochr-elavl3-jrgeco1b_stim-probe_fish00_exp03_20221030_165631/,/nrs/ahrens/Ziqiang/Jing_Glia_project/Processed_data/20221030/fish00/8dpf_gfap-cochr-elavl3-jrgeco1b_stim-probe_fish00_exp03_20221030_165631/,stim-probe,/nearline/ahrens/limj2/nrs_store/state_modulation/neuromod/gfap-cochr/elavl3-jrgeco/20221030/fish00/8dpf_gfap-cochr-elavl3-jrgeco1b_ref-stack_fish00_exp01_20221030_163825/processed/im_CM0_fixed_reference_sliced.h5,/nearline/ahrens/limj2/nrs_store/state_modulation/neuromod/gfap-cochr/elavl3-jrgeco/20221030/fish00/8dpf_gfap-cochr-elavl3-jrgeco1b_stim-probe_fish00_exp03_20221030_165631/im_CM0_voluseg,
15,/nearline/ahrens/limj2/nrs_store/state_modulation/neuromod/gfap-cochr/elavl3-jrgeco/20210812/fish00b/6dpf_gfap-gal4-uas-cochr_elavl3-rgeco_stim-probe_fish00_exp03_20210812_190929/ephys,/nrs/ahrens/Ziqiang/Jing_Glia_project/Processed_data/20210812/fish00b/6dpf_gfap-gal4-uas-cochr_elavl3-rgeco_stim-probe_fish00_exp03_20210812_190929/,stim-probe,/nearline/ahrens/limj2/nrs_store/state_modulation/neuromod/gfap-cochr/elavl3-jrgeco/20210812/fish00b/6dpf_gfap-gal4-uas-cochr_elavl3-rgeco_ref-stack_fish00_exp02_20210812_185848/processed/im_CM0_fixed_reference_sliced.h5,/nearline/ahrens/limj2/nrs_store/state_modulation/neuromod/gfap-cochr/elavl3-jrgeco/20210812/fish00b/6dpf_gfap-gal4-uas-cochr_elavl3-rgeco_stim-probe_fish00_exp03_20210812_190929/im_CM0_voluseg,
16,/nearline/ahrens/limj2/nrs_store/state_modulation/neuromod/gfap-cochr/elavl3-jrgeco/20210812/fish00a/6dpf_gfap-gal4-uas-cochr_elavl3-rgeco_stim-probe_fish00_exp03_20210812_190929/ephys,/nrs/ahrens/Ziqiang/Jing_Glia_project/Processed_data/20210812/fish00a/6dpf_gfap-gal4-uas-cochr_elavl3-rgeco_stim-probe_fish00_exp03_20210812_190929/,stim-probe,/nearline/ahrens/limj2/nrs_store/state_modulation/neuromod/gfap-cochr/elavl3-jrgeco/20210812/fish00a/6dpf_gfap-gal4-uas-cochr_elavl3-rgeco_ref-stack_fish00_exp02_20210812_185848/processed/im_CM0_fixed_reference_sliced.h5,/nearline/ahrens/limj2/nrs_store/state_modulation/neuromod/gfap-cochr/elavl3-jrgeco/20210812/fish00a/6dpf_gfap-gal4-uas-cochr_elavl3-rgeco_stim-probe_fish00_exp03_20210812_190929/im_CM0_voluseg,
17,/nearline/ahrens/limj2/nrs_store/state_modulation/neuromod/dbh-gal4_uas-cochr/elavl3-jrgeco/20210807/fish01/8dpf_gal4-dbh-uas-cochr_elavl3-jrgeco_stim-probe-1-11-21_fish01_exp02_20210807_232644/ephys,/nrs/ahrens/Ziqiang/Jing_Glia_project/Processed_data/20210807/fish01/8dpf_gal4-dbh-uas-cochr_elavl3-jrgeco_stim-probe-1-11-21_fish01_exp02_20210807_232644/,stim-probe,/nearline/ahrens/limj2/nrs_store/state_modulation/neuromod/dbh-gal4_uas-cochr/elavl3-jrgeco/20210807/fish01/8dpf_gal4-dbh-uas-cochr_elavl3-jrgeco_ref-stack_fish01_exp03_20210808_020327/processed/im_CM0_fixed_reference_sliced.h5,/nearline/ahrens/limj2/nrs_store/state_modulation/neuromod/dbh-gal4_uas-cochr/elavl3-jrgeco/20210807/fish01/8dpf_gal4-dbh-uas-cochr_elavl3-jrgeco_stim-probe-1-11-21_fish01_exp02_20210807_232644/im_CM0_voluseg,
18,/nearline/ahrens/limj2/nrs_store/state_modulation/neuromod/dbh-gal4_uas-cochr/elavl3-jrgeco/20210807/fish00/8dpf_gal4-dbh-uas-cochr_elavl3-jrgeco_stim-probe-1-11-21_fish00_exp03_20210807_181648/ephys,/nrs/ahrens/Ziqiang/Jing_Glia_project/Processed_data/20210807/fish00/8dpf_gal4-dbh-uas-cochr_elavl3-jrgeco_stim-probe-1-11-21_fish00_exp03_20210807_181648/,stim-probe,/nearline/ahrens/limj2/nrs_store/state_modulation/neuromod/dbh-gal4_uas-cochr/elavl3-jrgeco/20210807/fish00/8dpf_gal4-dbh-uas-cochr_elavl3-jrgeco_ref-stack_fish00_exp04_20210807_202628/processed/im_CM0_fixed_reference_sliced.h5,/nearline/ahrens/limj2/nrs_store/state_modulation/neuromod/dbh-gal4_uas-cochr/elavl3-jrgeco/20210807/fish00/8dpf_gal4-dbh-uas-cochr_elavl3-jrgeco_stim-probe-1-11-21_fish00_exp03_20210807_181648/im_CM0_voluseg,
19,/nearline/ahrens/limj2/nrs_store/state_modulation/neuromod/gfap-cochr/elavl3-jrgeco/20210813/fish00/7dpf_gfap-gal4-uas-cochr_elavl3-rgeco_stim-probe_fish00_exp02_20210813_181542/ephys,/nrs/ahrens/Ziqiang/Jing_Glia_project/Processed_data/20210813/fish00/7dpf_gfap-gal4-uas-cochr_elavl3-rgeco_stim-probe_fish00_exp02_20210813_181542/,stim-probe,/nearline/ahrens/limj2/nrs_store/state_modulation/neuromod/gfap-cochr/elavl3-jrgeco/20210813/fish00/7dpf_gfap-gal4-uas-cochr_elavl3-rgeco_ref-stack_fish00_exp03_20210813_211935/processed/im_CM0_fixed_reference_sliced.h5,/nearline/ahrens/limj2/nrs_store/state_modulation/neuromod/gfap-cochr/elavl3-jrgeco/20210813/fish00/7dpf_gfap-gal4-uas-cochr_elavl3-rgeco_stim-probe_fish00_exp02_20210813_181542/im_CM0_voluseg,
20,/nearline/ahrens/limj2/nrs_store/state_modulation/neuromod/gfap-cochr/elavl3-jrgeco/20220818/fish01/6dpf_gfap-cochr-elavl3-jrgeco1b_stim-probe_fish01_exp03_20220819_003518/ephys,/nrs/ahrens/Ziqiang/Jing_Glia_project/Processed_data/20220818/fish01/6dpf_gfap-cochr-elavl3-jrgeco1b_stim-probe_fish01_exp03_20220819_003518/,stim-probe,/nearline/ahrens/limj2/nrs_store/state_modulation/neuromod/gfap-cochr/elavl3-jrgeco/20220818/fish01/6dpf_gfap-cochr-elavl3-jrgeco1b_ref-stack_fish01_exp01_20220818_235132/processed/im_CM0_fixed_reference_sliced.h5,/nearline/ahrens/limj2/nrs_store/state_modulation/neuromod/gfap-cochr/elavl3-jrgeco/20220818/fish01/6dpf_gfap-cochr-elavl3-jrgeco1b_stim-probe_fish01_exp03_20220819_003518/im_CM0_voluseg,
21,/nearline/ahrens/limj2/nrs_store/state_modulation/neuromod/gfap-cochr/elavl3-jrgeco/20220818/fish00/6dpf_gfap-cochr-elavl3-jrgeco1b_stim-probe_fish00_exp03_20220818_182130/ephys,/nrs/ahrens/Ziqiang/Jing_Glia_project/Processed_data/20220818/fish00/6dpf_gfap-cochr-elavl3-jrgeco1b_stim-probe_fish00_exp03_20220818_182130/,stim-probe,/nearline/ahrens/limj2/nrs_store/state_modulation/neuromod/gfap-cochr/elavl3-jrgeco/20220818/fish00/6dpf_gfap-cochr-elavl3-jrgeco1b_ref-stack_fish00_exp01_20220818_173453/processed/im_CM0_fixed_reference_sliced.h5,/nearline/ahrens/limj2/nrs_store/state_modulation/neuromod/gfap-cochr/elavl3-jrgeco/20220818/fish00/6dpf_gfap-cochr-elavl3-jrgeco1b_stim-probe_fish00_exp03_20220818_182130/im_CM0_voluseg,
22,/nearline/ahrens/limj2/nrs_store/state_modulation/neuromod/gfap-cochr/elavl3-jrgeco/20220813/fish03/6dpf_gfap-cochr-elavl3-jrgeco1b_stim-probe_fish00_exp03_20220813_233203/ephys,/nrs/ahrens/Ziqiang/Jing_Glia_project/Processed_data/20220813/fish03/6dpf_gfap-cochr-elavl3-jrgeco1b_stim-probe_fish00_exp03_20220813_233203/,stim-probe,/nearline/ahrens/limj2/nrs_store/state_modulation/neuromod/gfap-cochr/elavl3-jrgeco/20220813/fish03/6dpf_gfap-cochr-elavl3-jrgeco1b_ref-stack_fish00_exp02_20220813_232426/processed/im_CM0_fixed_reference_sliced.h5,/nearline/ahrens/limj2/nrs_store/state_modulation/neuromod/gfap-cochr/elavl3-jrgeco/20220813/fish03/6dpf_gfap-cochr-elavl3-jrgeco1b_stim-probe_fish00_exp03_20220813_233203/im_CM0_voluseg,
23,/nearline/ahrens/limj2/nrs_store/state_modulation/neuromod/gfap-cochr/elavl3-jrgeco/20220813/fish01/6dpf_gfap-cochr-elavl3-jrgeco1b_stim-probe_fish00_exp05_20220813_171843/ephys,/nrs/ahrens/Ziqiang/Jing_Glia_project/Processed_data/20220813/fish01/6dpf_gfap-cochr-elavl3-jrgeco1b_stim-probe_fish00_exp05_20220813_171843/,stim-probe,/nearline/ahrens/limj2/nrs_store/state_modulation/neuromod/gfap-cochr/elavl3-jrgeco/20220813/fish01/6dpf_gfap-cochr-elavl3-jrgeco1b_ref-stack_fish00_exp03_20220813_162219/processed/im_CM0_fixed_reference_sliced.h5,/nearline/ahrens/limj2/nrs_store/state_modulation/neuromod/gfap-cochr/elavl3-jrgeco/20220813/fish01/6dpf_gfap-cochr-elavl3-jrgeco1b_stim-probe_fish00_exp05_20220813_171843/im_CM0_voluseg,
24,/nearline/ahrens/limj2/nrs_store/state_modulation/neuromod/dbh-gal4_uas-cochr/elavl3-jrgeco/20220825/fish01/5dpf_dbh-cochr-elavl3-jrgeco1b_stim-probe_fish01_exp03_20220825_232312/ephys,/nrs/ahrens/Ziqiang/Jing_Glia_project/Processed_data/20220825/fish01/5dpf_dbh-cochr-elavl3-jrgeco1b_stim-probe_fish01_exp03_20220825_232312/,stim-probe,/nearline/ahrens/limj2/nrs_store/state_modulation/neuromod/dbh-gal4_uas-cochr/elavl3-jrgeco/20220825/fish01/5dpf_dbh-cochr-elavl3-jrgeco1b_ref-stack_fish01_exp01_20220825_225435/processed/im_CM0_fixed_reference_sliced.h5,/nearline/ahrens/limj2/nrs_store/state_modulation/neuromod/dbh-gal4_uas-cochr/elavl3-jrgeco/20220825/fish01/5dpf_dbh-cochr-elavl3-jrgeco1b_stim-probe_fish01_exp03_20220825_232312/im_CM0_voluseg,
25,/nearline/ahrens/limj2/nrs_store/state_modulation/neuromod/dbh-gal4_uas-cochr/elavl3-jrgeco/20220825/fish00/5dpf_dbh-cochr-elavl3-jrgeco1b_stim-probe_fish00_exp02_20220825_185454/ephys,/nrs/ahrens/Ziqiang/Jing_Glia_project/Processed_data/20220825/fish00/5dpf_dbh-cochr-elavl3-jrgeco1b_stim-probe_fish00_exp02_20220825_185454/,stim-probe,/nearline/ahrens/limj2/nrs_store/state_modulation/neuromod/dbh-gal4_uas-cochr/elavl3-jrgeco/20220825/fish00/5dpf_dbh-cochr-elavl3-jrgeco1b_ref-stack_fish00_exp01_20220825_182940/processed/im_CM0_fixed_reference_sliced.h5,/nearline/ahrens/limj2/nrs_store/state_modulation/neuromod/dbh-gal4_uas-cochr/elavl3-jrgeco/20220825/fish00/5dpf_dbh-cochr-elavl3-jrgeco1b_stim-probe_fish00_exp02_20220825_185454/im_CM0_voluseg,
26,/nearline/ahrens/limj2/nrs_store/state_modulation/neuromod/gfap-cochr/gfap-jrgeco/20220915/fish02a/6dpf_gfap-cochr-gfap-jrgeco1b_stim-probe_fish02_exp03_20220916_000222/ephys,/nrs/ahrens/Ziqiang/Jing_Glia_project/Processed_data/20220915/fish02a/6dpf_gfap-cochr-gfap-jrgeco1b_stim-probe_fish02_exp03_20220916_000222/,stim-probe,/nearline/ahrens/limj2/nrs_store/state_modulation/neuromod/gfap-cochr/gfap-jrgeco/20220915/fish02a/6dpf_gfap-cochr-gfap-jrgeco1b_ref-stack_fish02_exp01_20220915_234650/processed/im_CM0_fixed_reference_sliced.h5,/nearline/ahrens/limj2/nrs_store/state_modulation/neuromod/gfap-cochr/gfap-jrgeco/20220915/fish02a/6dpf_gfap-cochr-gfap-jrgeco1b_stim-probe_fish02_exp03_20220916_000222/im_CM0_dff_cis.zarr,
27,/nearline/ahrens/limj2/nrs_store/state_modulation/neuromod/gfap-cochr/gfap-jrgeco/20220915/fish01a/6dpf_gfap-cochr-gfap-jrgeco1b_stim-probe_fish01_exp03_20220915_200137/ephys,/nrs/ahrens/Ziqiang/Jing_Glia_project/Processed_data/20220915/fish01a/6dpf_gfap-cochr-gfap-jrgeco1b_stim-probe_fish01_exp03_20220915_200137/,stim-probe,/nearline/ahrens/limj2/nrs_store/state_modulation/neuromod/gfap-cochr/gfap-jrgeco/20220915/fish01a/6dpf_gfap-cochr-gfap-jrgeco1b_ref-stack_fish01_exp01_20220915_194706/processed/im_CM0_fixed_reference_sliced.h5,/nearline/ahrens/limj2/nrs_store/state_modulation/neuromod/gfap-cochr/gfap-jrgeco/20220915/fish01a/6dpf_gfap-cochr-gfap-jrgeco1b_stim-probe_fish01_exp03_20220915_200137/im_CM0_dff_cis.zarr,
28,/nearline/ahrens/limj2/nrs_store/state_modulation/neuromod/dbh-gal4_uas-cochr/gfap-jrgeco/20220917/fish02/5dpf_dbh-cochr-gfap-jrgeco1b_stim-probe_fish02_exp03_20220917_222401/ephys,/nrs/ahrens/Ziqiang/Jing_Glia_project/Processed_data/20220917/fish02/5dpf_dbh-cochr-gfap-jrgeco1b_stim-probe_fish02_exp03_20220917_222401/,stim-probe,/nearline/ahrens/limj2/nrs_store/state_modulation/neuromod/dbh-gal4_uas-cochr/gfap-jrgeco/20220917/fish02/5dpf_dbh-cochr-gfap-jrgeco1b_ref-stack_fish02_exp01_20220917_221019/processed/im_CM0_fixed_reference_sliced.h5,/nearline/ahrens/limj2/nrs_store/state_modulation/neuromod/dbh-gal4_uas-cochr/gfap-jrgeco/20220917/fish02/5dpf_dbh-cochr-gfap-jrgeco1b_stim-probe_fish02_exp03_20220917_222401/im_CM0_dff_cis.zarr,
29,/nearline/ahrens/limj2/nrs_store/state_modulation/neuromod/dbh-gal4_uas-cochr/gfap-jrgeco/20220917/fish01/5dpf_dbh-cochr-gfap-jrgeco1b_stim-probe_fish01_exp03_20220917_192805/ephys,/nrs/ahrens/Ziqiang/Jing_Glia_project/Processed_data/20220917/fish01/5dpf_dbh-cochr-gfap-jrgeco1b_stim-probe_fish01_exp03_20220917_192805/,stim-probe,/nearline/ahrens/limj2/nrs_store/state_modulation/neuromod/dbh-gal4_uas-cochr/gfap-jrgeco/20220917/fish01/5dpf_dbh-cochr-gfap-jrgeco1b_ref-stack_fish01_exp02_20220917_191954/processed/im_CM0_fixed_reference_sliced.h5,/nearline/ahrens/limj2/nrs_store/state_modulation/neuromod/dbh-gal4_uas-cochr/gfap-jrgeco/20220917/fish01/5dpf_dbh-cochr-gfap-jrgeco1b_stim-probe_fish01_exp03_20220917_192805/im_CM0_dff_cis.zarr,
